date,year,type,country,area,location,activity,sex,age,fatal_y_n,time,species,activity_group,species_group
1999-08-24,1999,Unprovoked,USA,North Carolina,"Fort Fisher, New Hanover County",Surfing,M,,N,,,surfing,unknown
1999-07-15,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),Boogie boarding,M,14.0,Y,11h15,White shark,watercraft,white shark
1999-02-03,1999,Unprovoked,USA,Florida,"Hobe Sound, Martin County",Surfing,M,25.0,N,15h30,Spinner shark,surfing,other shark
1998-11-02,1998,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,22.0,Y,Late afternoon,Though to involve a white shark,surfing,other shark
1997-11-09,1997,Unprovoked,AUSTRALIA,Western Australia,Albany,Scuba diving (submerged riding a scooter),M,42.0,N,Morning,White shark,diving,white shark
1996-12-01,1996,Unprovoked,NEW CALEDONIA,South Province,L'llot Maetre,Attempting to attract dolphins,F,,N,,,other,unknown
1996-08-13,1996,Unprovoked,USA,California,"Bird Rock, Tomales Point",Free diving for abalone,M,36.0,N,11h15,6 m [20'] white shark,diving,other shark
1996-02-04,1996,Unprovoked,AUSTRALIA,New South Wales,"Ned's Beach, Lord Howe Island",Swimming,M,7.0,N,Afternoon,reef shark,swimming,other shark
1995-12-18,1995,Unprovoked,USA,Hawaii,Southwest of O'ahu,,M,,,,,other,unknown
1994-12-13,1994,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,,N,,,surfing,unknown
1994-09-05,1994,Unprovoked,USA,Hawaii,Makaha Surf Beach,Jumped off rocks into white water,F,12.0,N,11h15,Small shark,other,other shark
1994-02-01,1994,Unprovoked,NEW CALEDONIA,South Province,Cap Goulvain,Fishing,,,Y,,,fishing,unknown
1993-02-04,1993,Provoked,AUSTRALIA,Queensland,Mooloolaba,Fishing,M,69.0,N,13h45,"Bronze whaler shark, 1.5 m",fishing,other shark
1992-08-01,1992,Invalid,USA,Florida,St. Lucie County,Fisherman,M,,,,Questionable incident,fishing,unknown
1992-02-19,1992,Unprovoked,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Body boarding,M,,Y,Late afternoon,Tiger shark?,watercraft,tiger shark
1992-01-01,1992,Unprovoked,FIJI,Tavenui,,,M,33.0,Y,,,other,unknown
1990-10-25,1990,Unprovoked,AUSTRALIA,South Australia,Goolwa Beach,Surfing,M,,N,10h30,,surfing,unknown
1990-02-05,1990,Unprovoked,USA,Florida,"Monster Hole, Sebastian Inlet, Indian River County",Board sailing,M,33.0,N,,,watercraft,unknown
1989-12-03,1989,Unprovoked,AUSTRALIA,Northern Territory,Gove Peninsula near Darwin,,M,17.0,,,"Tiger shark, 2m",other,tiger shark
1989-09-13,1989,Provoked,USA,Florida,"Gulf of Mexico, 22 miles from Pensacola","Fishing, stepped on hooked shark's head",M,51.0,N,Afternoon,150-lb shark,fishing,other shark
1989-01-01,1989,Unprovoked,PAPUA NEW GUINEA,New Ireland,Kavieng,"Scuba diving, hand feeding sharks",F,,N,,7' silvertip shark,diving,other shark
1988-10-14,1988,Unprovoked,USA,Florida,"Boca Raton, Palm Beach County",Surfing,M,15.0,N,,6' shark,surfing,other shark
1988-10-06,1988,Unprovoked,AUSTRALIA,South Australia,Moama Beach,Surfing,M,15.0,N,Afternoon,,surfing,unknown
1988-08-22,1988,Provoked,USA,Louisiana,New Orleans,Diving in Sharkey's Reef restaurant’s aquarium,M,,N,,"Tiger shark, 1.8 m [6']",diving,tiger shark
1988-07-11,1988,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,F,15.0,N,10h30,,swimming,unknown
1988-07-04,1988,Unprovoked,BAHAMAS,,,Snorkeling,M,,N,,1.5 m [5'] shark,other,other shark
1988-04-24,1988,Unprovoked,USA,California,"North of Morro Rock, San Luis Obispo County",Surfing,M,,N,,White shark,surfing,white shark
1986-05-18,1986,Unprovoked,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",Scuba diving,M,,N,,Wobbegong shark,diving,other shark
1984-11-30,1984,Unprovoked,AUSTRALIA,Queensland,1 km off Black's Beach,Sailing on catamaran & fell into the water,M,16.0,Y,12h33,"Tiger shark, 4 m",other,tiger shark
1983-08-06,1983,Watercraft,USA,Rhode Island,,Fishing,,,N,,,fishing,unknown
1982-02-28,1982,Unprovoked,AUSTRALIA,Tasmania,South Cape Bay,Spearfishing,M,32.0,Y,,5.5 m [18''] white shark,fishing,other shark
1982-01-01,1982,Unprovoked,TUNISIA,Biserta,Bechateur,Spearfishing,,,,,,fishing,unknown
1981-08-07,1981,Unprovoked,BAHAMAS,Grand Bahama Island,"Gingerbread Reef, east of Little Isaac Island",Snorkeling on surface,M,53.0,N,12h00,Mako shark (tooth fragments recovered),surfing,other shark
1978-11-26,1978,Unprovoked,USA,Hawaii,"Ewa, O'ahu",Surfing,M,,N,,2.4 m [8'] shark,surfing,other shark
1978-01-07,1978,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Glenashley,Surfing,M,17.0,N,12h45,Thought to involve a blacktip shark,surfing,other shark
1977-12-31,1977,Sea Disaster,USA,Hawaii,2 miles off Keahole Airport,"Swimming, after single-engine aircraft went down in the sea",M,49.0,N,Night,,swimming,unknown
1977-03-13,1977,Sea Disaster,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,32.0,N,,,other,unknown
1976-07-24,1976,Unprovoked,USA,Florida,St. Lucie County,Spearfishing,M,24.0,N,10h30,,fishing,unknown
1974-09-07,1974,Unprovoked,ISRAEL,Red Sea,"North Beach, Eilat",Swimming,F,20.0,N,17h00,"Shortfin mako shark, 2.3 m [7.5']",swimming,other shark
1973-08-27,1973,Unprovoked,AUSTRALIA,Queensland,Palm Cove Beach,,,21.0,,,,other,unknown
1971-06-01,1971,Unprovoked,BRITISH ISLES,South Devon,Beesands,Scuba diving,M,32.0,N,,3.6 m  porbeagle shark,diving,other shark
1970-09-01,1970,Unprovoked,USA,Florida,Pinellas County,Scuba diving,M,,N,,,diving,unknown
1970-06-13,1970,Unprovoked,GRENADA,St. Andrew Parish,Grenville,Wading,M,16.0,Y,14h00,,swimming,unknown
,1970,Unprovoked,IRAQ,Basrah,Shatt-al-Arab River near Abu al Khasib,Washing clothes on stairs,F,25.0,N,,,other,unknown
1969-06-01,1969,Unprovoked,USA,Florida,Sarasota County,Wading,M,8.0,N,20h00,,swimming,unknown
1969-05-24,1969,Provoked,USA,Florida,Sarasota County,Diving,M,23.0,N,11h00,Nurse shark,diving,other shark
1969-04-22,1969,Invalid,AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads",Netting pilchards,M,,,,Considered a Doubtful incident,other,other shark
1969-03-09,1969,Unprovoked,USA,Hawaii,"Makaha, O'ahu",Surfing,M,16.0,N,17h30,"White shark, identified by tooth fragments in surfboard",surfing,white shark
1968-11-06,1968,Watercraft,SOUTH AFRICA,KwaZulu-Natal,Ramsgate,Fishing,M,22.0,N,,90-kg blackfin shark,fishing,other shark
1966-05-20,1966,Sea Disaster,AUSTRALIA,,7 miles offshore on east coast of Australia,Shipwreck,M,38.0,Y,Dark,Believed white shark and other smaller species of sharks involved.,other,other shark
1965-10-16,1965,Unprovoked,BAHAMAS,New Providence Island,Nassau,Sunbathing on beach when he saw child being attacked by the shark,M,32.0,N,,"1.8 m [6'], 180-lb shark",swimming,other shark
1964-12-10,1964,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Buka Island,,M,,N,,,other,unknown
1964-08-08,1964,Unprovoked,USA,Florida,"2 miles off Jupiter, Palm Beach County",Spearfishing using scuba,M,28.0,N,12h00,Hammerhead shark,fishing,other shark
1964-08-01,1964,Unprovoked,PANAMA,San Blas,Off Achutuppu Island near Ailigandi,Free diving / Spearfishingat edge of reef,M,21.0,N,,Less than 1.2 m [4'],fishing,other shark
1964-06-02,1964,Invalid,SOUTH AFRICA,KwaZulu-Natal,Port Edward,Swimming,M,40.0,,>17h00,Shark involvement prior to death was not confirmed,swimming,other shark
1964-02-11,1964,Unprovoked,NEW ZEALAND,North Island,"Palliser Bay, Whatarangi (east of Wellington)",preparing to go skin diving,M,,N,12h00,,diving,unknown
1964-02-05,1964,Unprovoked,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",Swimming,M,19.0,Y,06h45,"White shark, 3 m to 3.7 m [10' to 12']",swimming,white shark
1964-02-01,1964,Watercraft,NEW ZEALAND,South Island,"Ngatuka Bay, near Picton",Rowing,,,N,12h00,1.8 m [6'] shark,other,other shark
1964-02-01,1964,Unprovoked,COSTA RICA,Puntarenas Province,Puntarenas,Swimming,M,,Y,,,swimming,unknown
1963-12-22,1963,Invalid,ATLANTIC OCEAN,Between Southampton & Canary Islands,,"Greek steamship Lakonia caught fire, 98 of her 646 passengers, and 30 of her crew of 376 perished",F,,,,Invalid,other,unknown
1963-05-14,1963,Sea Disaster,PHILIPPINES,Luzon Island,100 miles southeast of Manila,"Boat, with 42 passengers onboard, capsized in rough seas",,,Y,,,watercraft,unknown
1963-04-08,1963,Invalid,USA,Hawaii,"Hapuna Beach, Hawai'i",Washed into sea while picking opihi,M,,,,Shark involvement prior to death was not confirmed,other,other shark
1963-01-28,1963,Unprovoked,AUSTRALIA,New South Wales,"Sugarloaf Bay, Middle Harbour, Sydney",Wading,F,32.0,Y,13h30,"Tooth fragments of “whaler” shark were recovered, a bull shark, according to Edwards",swimming,other shark
1962-11-29,1962,Unprovoked,AUSTRALIA,New South Wales,Sydney,"Spearfishing, Scuba diving",M,26.0,N,,3 m [10'] shark,fishing,other shark
1962-09-22,1962,Unprovoked,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,M,20.0,N,15h00,,swimming,unknown
1962-02-18,1962,Provoked,NEW ZEALAND,Southland,Long Beach,Swimming,M,15.0,N,,1.8 m [6'] shark,swimming,other shark
1962-02-01,1962,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,"North Coast, Guadalcanal Island",Swimming outside fishing net,M,,Y,,,swimming,unknown
1962-01-11,1962,Unprovoked,PAPUA NEW GUINEA,"10ºS, 142ºE",Jukuataia Village,Spearfishing,M,24.0,N,12h00,White shark,fishing,white shark
1961-02-17,1961,Unprovoked,AUSTRALIA,Victoria,Mount Martha Beach,Standing,F,,N,18h00,2' banjo shark,swimming,other shark
1960-12-27,1960,Unprovoked,USA,Hawaii,"Maile Point, O'ahu",Swept out to sea while net fishing,M,,Y,,,fishing,unknown
1960-11-22,1960,Invalid,USA,Florida,"Hutchinson Island Beach, Martin County","Fell overboard, prop slashed arm",F,51.0,,,Shark involvement prior to death was not confirmed,watercraft,other shark
1960-11-01,1960,Unprovoked,PAPUA NEW GUINEA,Central Province,Abau Subdistrict,Fishing,M,,Y,,,fishing,unknown
1960-04-03,1960,Unprovoked,AUSTRALIA,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",Spearfishing,M,,N,,1.5 m [5'] shark,fishing,other shark
1959-10-01,1959,Unprovoked,FIJI,Kadavu,Great Astrolabe Reef,Spearfishing,M,36.0,N,12h00,"Tiger shark, 1.8 m [6']",fishing,tiger shark
1959-07-30,1959,Provoked,USA,California,"In kelp beds off La Jolla, San Diego County",Pulling anchor,,,N,16h00,"White shark, 3 m to 5 m [10' to 15']",other,white shark
1959-05-07,1959,Unprovoked,USA,California,"Baker Beach, San Francisco County",Treading water,M,18.0,Y,17h30,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",swimming,white shark
1959-01-15,1959,Unprovoked,SOUTH AFRICA,Western Cape Province,Melkbaai,Swimming,M,18.0,N,16h15,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",swimming,white shark
1959-01-02,1959,Unprovoked,MOZAMBIQUE,Maputo Province,Off Inhaca Island,Swimming ashore from fishing boat swamped and sunk by a squall,M,,Y,08h00,,swimming,unknown
,1959,Unprovoked,INDIA,Orissa,Mouth of Devi River at Machgaon,,,,Y,,1.5 m to 1.8 m [5' to 6'] sharks,other,other shark
1958-12-28,1958,Watercraft,TURKEY,Ahirkapi coast,Constantinople,Fishing,,,,,White shark,fishing,white shark
1958-10-05,1958,Unprovoked,USA,Florida,"Baker's Haulover, Miami Beach",,M,60.0,N,,,other,unknown
1958-07-08,1958,Unprovoked,KENYA,Coast Province,Port Kilindeni / Mombasa Harbor,Swimming,M,21.0,Y,P.M.,,swimming,unknown
1958-06-26,1958,Provoked,USA,Florida,"Sanibel Island, Lee County",Wading,M,59.0,N,17h30,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",swimming,other shark
1958-01-01,1958,Boat,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing (trolling),,,N,,White shark,fishing,white shark
1956-10-07,1956,Unprovoked,SENEGAL,"Near Dakar, Cap Vert Peninsula",Isle de Gorée,"Skindiving, fish at belt",M,19.0,N,18h15,Lemon shark,fishing,other shark
1956-09-23,1956,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surf fishing,M,27.0,N,,a sand shark,surfing,other shark
1956-08-01,1956,Provoked,UNITED KINGDOM,Cornwall,The Lizard,Attempting to kill a shark with explosives,M,,Y,,,other,unknown
1956-08-01,1956,Boat,MALTA,Congreve Channel,between Filfla Island and Wied iz-Zurrieq,Fishing,,,N,,Porbeagle or white shark,fishing,other shark
1956-07-20,1956,Unprovoked,MALTA,St. Thomas Bay,Marsascala,Swimming,M,40.0,Y,,White shark,swimming,white shark
1955-02-01,1955,Watercraft,AUSTRALIA,New South Wales,Parramatta River,Rowing,,,N,,,other,unknown
,1955,Unprovoked,COLUMBIA,Isles del Rosario,Southwest of Cartegena,Spearfishing,M,12.0,N,,1.5 m [5'] shark,fishing,other shark
1954-05-26,1954,Unprovoked,PAPUA NEW GUINEA,East Sepik,Wewak,"Fishing / cleaning fish, dived into water to retrieve a lost fish",M,,Y,,,fishing,unknown
1953-12-30,1953,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,F,,N,Morning,Said to involve a >4 m [13'] shark,swimming,other shark
1953-07-09,1953,Watercraft,CANADA,Nova Scotia,"Fourchu, Cape Breton Island",Fishing for lobsters,M,,N,,"White shark, 3.7 m [12'], 500 to 500-kg [1,200 lb], identified by W. C. Shroeder based on tooth fragment ebedded in gunwale",fishing,white shark
1953-03-19,1953,Unprovoked,AUSTRALIA,South Australia,"Schnapper Rock, Kirton Point",Spearfishing,M,,N,,8' shark,fishing,other shark
1953-01-01,1953,Unprovoked,AUSTRALIA,,,Spearfishing,M,,N,,Wobbegong shark,fishing,other shark
1950-01-01,1950,Provoked,ITALY,Savona,Albenga,Fishing,M,,N,,,fishing,unknown
1950-07-09,1950,Invalid,USA,Texas,Galveston Bay,,M,,,,Shark involvement prior to death was not confirmed,other,other shark
,1950,Unprovoked,LIBERIA,Montserrado,Monrovia,Defecating in water beneath the docks,M,,Y,,,other,unknown
1949-05-16,1949,Unprovoked,AUSTRALIA,Western Australia,Broome,Bathing,F,22.0,N,,"Whaler shark, 2.7 m [9'], 350- to 450-lb  identified by G.P. Whitley",swimming,other shark
1946-12-24,1946,Watercraft,AUSTRALIA,Queensland,"Auckland Creek, Gladstone",,,,N,,7' shark,other,other shark
1946-08-18,1946,Unprovoked,AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",Swimming after a tennis ball,M,30.0,Y,15h20,4.3 m [14'] shark,swimming,other shark
1945-09-16,1945,Sea Disaster,JAPAN,Ryukyu,,American minesweeper USS YMS-350 lost in a typhoon - swimming to shore,M,,Y,,,swimming,unknown
1942-01-18,1942,Watercraft,AUSTRALIA,New South Wales,Fairy Bower,,,,N,,,other,unknown
1942-01-01,1942,Sea Disaster,,,,Jumped overboard from torpedoed Panamanian freighter,M,,Y,,,watercraft,unknown
1942-01-01,1942,Unprovoked,PANAMA,Panama City,Bella Vista Beach,Swimming,M,,Y,,,swimming,unknown
1941-01-01,1941,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",,M,,Y,,,other,unknown
1941-01-01,1941,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Standing,M,,Y,,,swimming,unknown
1939-07-18,1939,Sea Disaster,PACIFIC OCEAN,,,Japanese freighter Bokuyo Maru burned & sank,,3.0,Y,,,other,unknown
1939-02-26,1939,Unprovoked,INDIA,Tamil Nadu,Chennai (formerly Madras),Bathing/Swimming,M,,Y,,,swimming,unknown
1938-01-01,1938,Unprovoked,EGYPT,,Mersa Matruh,Sponge diving,M,,Y,,,diving,unknown
1937-10-27,1937,Unprovoked,AUSTRALIA,Queensland,"Kirra Beach, Coolangatta",Swimming,M,25.0,Y,17h30,Tiger shark,swimming,tiger shark
1937-09-12,1937,Watercraft,SCOTLAND,Argyllshire,Arran,Pleasure boating,,,N,,Basking shark,watercraft,other shark
1937-06-15,1937,Provoked,AUSTRALIA,New South Wales,"Wallamba River, near entrance to Wallis Lake","Fishing from launch, fell into net with shark",M,,N,,"Whaler shark, 4 m [13']",fishing,other shark
1936-12-12,1936,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming,M,15.0,Y,11h30,,swimming,unknown
1936-01-05,1936,Invalid,AUSTRALIA,Queensland,"Main Beach, Southport",Surfing,M,17.0,,,Shark involvement prior to death was not confirmed,surfing,other shark
1935-07-27,1935,Invalid,USA,California,Santa Barbara Channel,fishing boat exploded & sank,M,53.0,,,Invalid,fishing,unknown
1935-03-25,1935,Provoked,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",Put foot inside mouth of supposedly dead shark,M,,N,,,other,unknown
1934-01-27,1934,Unprovoked,AUSTRALIA,New South Wales,"Lambeth Street Wharf, George’s River, East Hills (20 miles from river mouth)",Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream,M,15.0,N,,,swimming,unknown
1932-02-13,1932,Unprovoked,AUSTRALIA,Queensland,Calliope River,Fishing with dynamite,M,,N,,,fishing,unknown
1931-11-26,1931,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving for trochus from lugger,M,45.0,N,,4 m [13'] shark,diving,other shark
1931-03-22,1931,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing with a cast net,M,19.0,Y,,,fishing,unknown
1930-03-07,1930,Unprovoked,USA,Florida,70 miles off Tarpon Springs,Sponge diving,M,,N,,,diving,unknown
1930-01-22,1930,Watercraft,MEXICO,Veracruz,Panuco River Mouth,Fishing schooner Jose Luis foundered,,,Y,,,fishing,unknown
1929-10-02,1929,Unprovoked,SPAIN,Valencia,Nasareth Beach,Fishing,M,,N,,,fishing,unknown
1929-01-05,1929,Unprovoked,FIJI,Viti Levu Island,Suva Harbor,Diving for coins thrown from ship S.S. Moeraki,M,,Y,,,diving,unknown
1927-04-20,1927,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,M,,N,,,diving,unknown
1926-11-17,1926,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,M,,N,,,diving,unknown
1926-07-23,1926,Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,Varazze,Swimming,M,20.0,Y,11h00,Said to involve 6 to 7 m [20' to 23'] white shark,swimming,other shark
1926-07-03,1926,Invalid,SPAIN,Sants-Montjic,"Casa Antunez Beach, Barcelona",Bathing,M,,,,"Questionable, 2m shark suspected",swimming,other shark
1924-02-08,1924,Invalid,AUSTRALIA,Queensland,Currumbin,Bathing,M,,,16h00,Shark involvement prior to death unconfirmed,swimming,other shark
1923-12-12,1923,Unprovoked,AUSTRALIA,New South Wales,"Murwillumbah, Tweed River",Swimming,M,,N,,,swimming,unknown
1923-01-27,1923,Invalid,AUSTRALIA,Western Australia,Bunbury,,M,,,,Shark involvement prior to death was not confirmed,other,other shark
1922-09-26,1922,Unprovoked,ENGLAND,East Yorkshire,Hornsea,Swimming,M,,Y,,,swimming,unknown
1920-03-08,1920,Unprovoked,AUSTRALIA,Queensland,"Between Bay Rock & Magnetic Island, Cleveland Bay","Boat capsized, swimming to shore",M,20.0,N,,,swimming,unknown
1919-01-05,1919,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Wading (shrimping),M,38.0,Y,10h00,,swimming,unknown
1916-07-12,1916,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming,M,10.0,Y,A.M.,,swimming,unknown
1916-07-08,1916,Unprovoked,SPAIN,Gran Canaria,Las Palmas,Diving,M,,N,,,diving,unknown
1913-09-03,1913,Provoked,CROATIA,Istria County,Pula,,M,,N,,2 m shark,other,other shark
1911-03-29,1911,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Swimming,M,,Y,,,swimming,unknown
1908-12-31,1908,Unprovoked,SOUTH AFRICA,Western Cape Province,Stilbaai,Swimming,M,16.0,Y,,,swimming,unknown
1907-10-08,1907,Unprovoked,USA,Hawaii,"Kalepolepo, Kihei, Maui","Diving, retrieving fish caught in net",M,,N,09h00,,fishing,unknown
1905-09-06,1905,Provoked,USA,Florida,"Fort Pierce, St Lucie County",Fishing,M,,N,,,fishing,unknown
1904-01-01,1904,Invalid,USA,,,Diving on a wreck,M,,,,Questionable,diving,unknown
1898-12-28,1898,Unprovoked,AUSTRALIA,Queensland,The Narrows,Fell oveboard,M,,Y,,,watercraft,unknown
1897-06-09,1897,Sea Disaster,YEMEN,Socotra Islands,Socotra,Wreck of the steamship Sultan of Bombay,,,Y,,,other,unknown
1896-07-25,1896,Unprovoked,USA,Hawaii,"Kahului, Maui",Fishing,M,35.0,Y,10h30,,fishing,unknown
1893-07-03,1893,Sea Disaster,PHILIPPINES,Luzon Island,Off Manila,Abandoning burning steamship Don Juan,M,,Y,,,other,unknown
1892-05-19,1892,Unprovoked,NEW ZEALAND,North Island,Rockhampton,Bathing,M,,N,,,swimming,unknown
1889-01-01,1889,Unprovoked,SIERRA LEONE,Western Area,Freetown,Cleaning the side of a ship,M,,Y,,,other,unknown
1888-07-04,1888,Invalid,CROATIA,Lukovo,,,,,,,Shark involvement prior to death unconfirmed,other,other shark
1888-01-01,1888,Unprovoked,LIBYA,Mediterranean Sea,Off Tripoli,Sponge diving,M,,N,,,diving,unknown
1886-02-13,1886,Watercraft,AUSTRALIA,Victoria,Mordialloc,Fishing,M,,N,,,fishing,unknown
1884-08-28,1884,Unprovoked,USA,New Jersey,"Bayonne, Hudson County",Watercraft,M,,N,,,watercraft,unknown
1884-01-14,1884,Unprovoked,AUSTRALIA,South Australia,"Port Pirie, Spencer Gulf, 230 km north of Adelaide",Fell overboard,F,,Y,,Said to involve 2 sharks,watercraft,other shark
1881-09-05,1881,Unprovoked,USA,North Carolina,"Elizabeth City, Pasquotank County",Bathing,M,,Y,A.M.,,swimming,unknown
1880-11-25,1880,Unprovoked,AUSTRALIA,Queensland,"Petrie Bight, Brisbane River",Swimming,M,12.0,Y,Afternoon,Bull shark,swimming,bull shark
