date,year,type,country,area,location,activity,sex,age,fatal_y_n,time,species,activity_group,species_group
2010-06-10,2010,Unprovoked,USA,Florida,Jacksonville,Boogie Boarding,F,18.0,N,12h30,4' shark,watercraft,other shark
2009-03-20,2009,Unprovoked,AUSTRALIA,New South Wales,Blue Bay,Surfing,M,17.0,N,18h45,Bronze whaler shark?,surfing,other shark
2009-03-19,2009,Unprovoked,AUSTRALIA,New South Wales,Bateman's Bay,Surfing,F,,N,07h45,,surfing,unknown
2009-03-01,2009,Watercraft,NEW ZEALAND,North Island,Taranaki,Fishing,M,,N,,,fishing,unknown
2008-10-21,2008,Unprovoked,NEW CALEDONIA,,,Spearfishing,M,24.0,N,11h00,Lemon shark,fishing,other shark
2008-10-11,2008,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,Surfing,M,15.0,N,15h30,,surfing,unknown
2008-09-28,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,44.0,N,11h45,,surfing,unknown
2008-08-18,2008,Invalid,USA,South Carolina,"North Myrtle Beach, Horry County",,M,7.0,,,Shark involvement not confirmed,other,other shark
2008-06-28,2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surf skiing,M,46.0,N,14h00,"White shark, 2m",surfing,white shark
2008-02-07,2008,Unprovoked,AUSTRALIA,New South Wales,Horseshoe Bay,Surfing,F,14.0,N,,1 m shark,surfing,other shark
2007-12-19,2007,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,,Scuba diving,M,53.0,,,Invalid,diving,unknown
2007-10-13,2007,Unprovoked,AUSTRALIA,Queensland,Holmes Reef,Spearfishing,M,31.0,N,12h00,Bronze whaler shark,fishing,other shark
2007-08-26,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,54.0,N,14h00,3' shark,surfing,other shark
2007-05-09,2007,Unprovoked,SEYCHELLES,Bird Island,,Snorkeling,M,,N,,"White shark, 2m",other,white shark
2007-04-26,2007,Unprovoked,AUSTRALIA,Queensland,"Mornington Island, Gulf of Carpentaria",Swimming / jumping off a jetty,F,13.0,N,18h00,a small shark,swimming,other shark
2006-06-18,2006,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Body boarding,M,27.0,Y,09h00,,watercraft,unknown
2006-06-17,2006,Unprovoked,USA,California,"Monterey, Monterey County",Scuba diving,M,43.0,N,11h10,,diving,unknown
2005-09-27,2005,Unprovoked,AUSTRALIA,New South Wales,Arakoon's Little Bay,Surfing,M,28.0,N,,"Tiger shark, 3 m",surfing,tiger shark
2005-09-11,2005,Unprovoked,USA,South Carolina,Folly Beach,Surfing,M,18.0,Y,14h00,,surfing,unknown
2005-08-22,2005,Invalid,USA,South Carolina,"6th Avenue North, Myrtle Beach, Horry County","Boogie boarding, kicked at object in the water",M,17.0,,Afternoon,Shark involvement not confirmed,watercraft,other shark
2005-06-13,2005,Unprovoked,SOUTH KOREA,South Ch'ungch'ong Province,Dando/Kaeui Island,Diving,F,38.0,N,,3 m [10'] white shark,diving,other shark
2005-04-16,2005,Unprovoked,AUSTRALIA,New South Wales,Bronte Beach,Surfing,M,40.0,N,06h10,Bronze whaler shark,surfing,other shark
2004-10-10,2004,Unprovoked,USA,California,"Limantour Beach, Point Reyes National Seashore",Surfing,M,,N,09h30,1.8 m to 2.4 m [6' to 8'] white shark,surfing,other shark
2004-09-25,2004,Watercraft,AUSTRALIA,Queensland,Batt Reef,Spearfishing/ filming,,,N,12h00,"Tiger shark, 3 m [10']",fishing,tiger shark
2004-07-30,2004,Unprovoked,RUSSIA,Kuril Islands in the Pacific,"Kunashir Island, 70 km from northern Japan",Diving & fishing with net,M,,N,,White shark,fishing,white shark
2003-10-05,2003,Provoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Surfing,M,30.0,N,14h00,,surfing,unknown
2003-05-01,2003,Unprovoked,PHILIPPINES,Baatan,Limay,,,,N,,White shark,other,white shark
2002-07-09,2002,Provoked,USA,Maryland,"100 miles off Ocean City, Maryland, in 7000' of water",Shark Fishing,M,41.0,Y,Shortly after midnight,"Mako shark, 400-lb",fishing,other shark
2002-04-30,2002,Unprovoked,AUSTRALIA,South Australia,"Smoky Bay, near Ceduna, on the Eyre Peninsula",Scallop diving (using surface-supplied air & a POD),M,23.0,Y,12h40,"White shark, 6m [20']",surfing,white shark
2002-04-09,2002,Unprovoked,BAHAMAS,Abaco Islands,Walkers Cay,Standing,M,43.0,N,10h45,"Bull shark, 400-lb",swimming,bull shark
2002-03-15,2002,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31.0,N,10h55,"Spinner shark, 3' to 4'",surfing,other shark
2002-02-11,2002,Unprovoked,FIJI,Cikobia Island (north of Vanua Levu),,,M,15.0,Y,20h00,,other,unknown
2001-10-02,2001,Unprovoked,AUSTRALIA,Queensland,200 miles offshore,Snorkeling,F,20.0,N,13h00,Bronze whaler shark?,other,other shark
2001-08-25,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie Boarding,M,18.0,N,14h00,,watercraft,unknown
2001-08-03,2001,Watercraft,ITALY,,Rimini,Fishing,,,N,,,fishing,unknown
2001-05-23,2001,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,M,11.0,N,,1.2 m to 1.5 m [4.5' to 5'] shark,swimming,other shark
2001-04-13,2001,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16.0,N,11h00,,surfing,unknown
2000-10-02,2000,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Surfing,M,24.0,N,16h30,,surfing,unknown
2000-09-08,2000,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,40.0,N,11h45,1.5 m [5'] shark,swimming,other shark
2000-01-28,2000,Watercraft,REUNION,,Saint Pierre,Canoe with 3 men onboard sank,M,,Y,,,watercraft,unknown
1999-12-02,1999,Unprovoked,USA,Florida,"Boynton Beach, Palm Beach County",Surfing,M,35.0,N,12h30,,surfing,unknown
1998-12-24,1998,Provoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,M,19.0,N,08h30,,surfing,unknown
1998-08-13,1998,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Body-boarding,M,11.0,N,,4.5' to 5' shark,watercraft,other shark
1997-08-27,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking / surfing,M,22.0,N,11h20,,surfing,unknown
1997-08-24,1997,Unprovoked,USA,California,"Clam Beach, near Eureka, Humboldt County",Surfing (sitting on his board),M,29.0,N,12h30,5 m [16.5'] white shark,surfing,other shark
1996-01-12,1996,Watercraft,AUSTRALIA,New South Wales,Eight-mile reef off Port Kembla,Chumming for sharks,,,N,10h00,"Mako shark, 4.3 m [14']",other,other shark
1995-11-25,1995,Unprovoked,NORTHERN ARABIAN SEA,,,Fell off aircraft carrier,M,,N,,,other,unknown
1995-09-19,1995,Unprovoked,USA,Florida,"Matanzas Bay Inlet, St. Johns County",Surfing,M,19.0,N,,1.8 m [6'] shark,surfing,other shark
1995-08-10,1995,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,20.0,N,13h30,,surfing,unknown
1994-01-30,1994,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Windsurfing,M,44.0,N,13h30,,surfing,unknown
1993-11-01,1993,Unprovoked,SOMALIA,Banaadir Region,Mogadishu,Stamding,M,,Y,,,other,unknown
1992-09-11,1992,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Standing,F,18.0,N,15h00,,swimming,unknown
1992-06-28,1992,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,,Y,,,swimming,unknown
1990-05-06,1990,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cintsa East,Resting on surfboard,M,22.0,N,12h00,"5.5 m [18'] white shark, identified by witnesses & tooth marks",surfing,other shark
1990-04-01,1990,Unprovoked,USA,Hawaii,"Silver (Silva) Channels, Waialua, O'ahu",Sitting on surfboard,M,,N,<07h30,,surfing,unknown
1989-11-02,1989,Unprovoked,AUSTRALIA,Queensland,Mermaid Waters,Swimming in canal,M,10.0,N,,"2 m shark, possibly a bronze whaler",swimming,other shark
1988-04-14,1988,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,14.0,N,,,surfing,unknown
1987-10-25,1987,Invalid,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Boogie boarding,M,14.0,,16h00,Questionable incident,watercraft,unknown
1987-04-18,1987,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",Swimming,F,16.0,N,18h00,,swimming,unknown
1987-01-06,1987,Unprovoked,AUSTRALIA,Queensland,Lizard Island,Swimming,M,37.0,N,07h00,,swimming,unknown
1985-10-05,1985,Provoked,USA,Alabama,"Gulf Shores, Baldwin County",Fishing,M,,N,,"6', 100-lb shark",fishing,other shark
1984-02-11,1984,Unprovoked,AUSTRALIA,Queensland,Derwent Island,Spearfishing,M,27.0,N,,1.5 m white-tipped reef shark,fishing,other shark
1983-01-01,1983,Unprovoked,VANUATU,Malampa Province,"Off the beach opposite Atchin Island, Malakula",Ran into the water,M,,Y,,,other,unknown
,1982,Unprovoked,TUNISIA,,"Skanes, near Monaster",Windsurfing,M,,N,,"2.1 m [7'] shark, possibly a spinner shark",surfing,other shark
1982-07-24,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Paddleskiing,M,38.0,N,16h00,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",watercraft,other shark
1981-12-13,1981,Unprovoked,USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu","Spearfishing, but swimming on surface",M,,N,,"Tiger shark, 3.7 m [12']",surfing,tiger shark
1981-07-20,1981,Unprovoked,USA,Florida,"St. Petersburg Beach, Pinellas County",Swimming,F,16.0,N,,sandshark,swimming,other shark
,1980,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,N,,,surfing,unknown
1979-11-12,1979,Provoked,SOUTH AFRICA,Western Cape Province,Macassar,Shark fishing,,,N,,"White shark, 5 m",fishing,white shark
1978-04-02,1978,Unprovoked,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,M,25.0,N,,,diving,unknown
1977-02-04,1977,Invalid,AUSTRALIA,Victoria,Sorrento Back Beach,,M,,,,Shark involvement prior to death was not confirmed,other,other shark
1977-01-01,1977,Unprovoked,MEXICO,Guerrero,La Playa Hornos (near Acapulco),Swimming,M,,Y,14h30,,swimming,unknown
1976-09-19,1976,Unprovoked,AUSTRALIA,South Australia,"Point Lowly, north of Whyalla","Skindiving,",M,27.0,N,,2.7 m  [9'] shark,diving,other shark
1975-07-19,1975,Unprovoked,USA,California,"Point Conception, Santa Barbara County",Diving for abalone (Hookah),M,34.0,N,13h30,"White shark, 5m to 6m",diving,white shark
1975-01-01,1975,Unprovoked,BERMUDA,,,Spearfishing,M,25.0,N,,8' blue shark,fishing,other shark
1973-08-16,1973,Unprovoked,USA,Virginia,False Cape,Crabbing (spearing crabs),M,17.0,N,,1.5 m to 1.8 m [5' to 6']  blacktip shark,other,other shark
1973-01-01,1973,Unprovoked,PALAU,Western Caroline Islands,,Scuba diving & U/W photography,M,,N,,Grey reef shark,diving,other shark
1972-02-20,1972,Unprovoked,AUSTRALIA,Victoria,"Wilson's Promontory, Waratah Bay",Surfing,M,18.0,N,11h00,7' shark,surfing,other shark
1971-08-21,1971,Provoked,AUSTRALIA,New South Wales,"Manly Marineland, Sydney",Scuba diving & feeding fish,M,26.0,N,13h15,"Grey nurse shark, 11'",fishing,other shark
1971-01-01,1971,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River",,M,,N,,,other,unknown
1968-12-02,1968,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Bluff, Durban",Spearfishing,M,28.0,N,,"2 scalloped hammerhead sharks, 1.5 m & 1.8 m [5' & 6']",fishing,other shark
1968-08-24,1968,Unprovoked,USA,Florida,Half mile north of Juno Beach Pier,Playing with a frisbee in the shallows,,,N,16h00,a small hammerhead shark,other,other shark
1968-07-27,1968,Unprovoked,USA,California,"Bodega Rock, Sonoma County",Free diving,M,25.0,N,11h00,"White shark, 4 m [13']",diving,white shark
1968-01-01,1968,Invalid,USA,Florida,"Key West, Monroe County",Diving,,,,13h00,Questionable incident,diving,unknown
1966-12-31,1966,Unprovoked,AUSTRALIA,Tasmania,"Piccaninny Point, 10 miles from Bicheno",Fishing,M,30.0,N,,2.1 m [7'] shark,fishing,other shark
1966-06-11,1966,Provoked,USA,Florida,"Ft. Lauderdale, Broward County",Fishing,M,18.0,N,09h00,1.2 m [4'] hammerhead shark,fishing,other shark
1966-04-01,1966,Sea Disaster,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Overturned skiff,M,,N,,,watercraft,unknown
1965-07-02,1965,Watercraft,BERMUDA,Hamilton,,,,,N,,,other,unknown
1965-04-04,1965,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Paddling on surfboard,M,17.0,N,07h15,Blacktip or spinner shark,surfing,other shark
1964-01-01,1964,Invalid,NEW ZEALAND,North Island,White Island,Snorkeling,M,,,07h30,Invalid,other,unknown
1963-11-16,1963,Unprovoked,ITALY,Sicily,Off Mondello Lighthouse,Spearfishing,M,28.0,N,,,fishing,unknown
1960-10-24,1960,Watercraft,SOUTH AFRICA,Western Cape Province,"Jacobs Bay Reef, Saldanha Bay",Fishing for rock lobsters,,,N,,"White shark, 3.7 m to 4.6 m [12' to 15']",fishing,white shark
1960-08-04,1960,Provoked,ENGLAND,In the English Channel,Off the south Devon coast,Helping angler land a shark,M,25.0,N,,80-lb hooked shark,other,other shark
1960-01-01,1960,Unprovoked,GRENADA,St. Georges,Black Point Bay,Spearfishing,M,9.0,N,,,fishing,unknown
,1960,Unprovoked,FIJI,Northwest of Viti Levu,"Covull Reef, near Lautoka",Spearfishing,M,,N,,,fishing,unknown
1960-01-01,1960,Unprovoked,PAPUA NEW GUINEA,Madang,,"Spear fishing, removing fish from spear",M,16.0,Y,,,fishing,unknown
1959-10-02,1959,Unprovoked,FIJI,Lomaiviti Province,"Levuka, Ovalau Island",Dived overboard to retrieve dinghy,M,,Y,,4.3 m [14'] shark,diving,other shark
1959-08-31,1959,Watercraft,AZORES,,Sao Miguel,Fishing,,,N,,"White shark, based on 2 teeth retrieved from rudder",fishing,white shark
1959-08-14,1959,Provoked,USA,South Carolina,Charleston,Fishing,M,,N,,5.5' shark,fishing,other shark
1959-07-01,1959,Unprovoked,MEXICO,Quintana Roo,Chinchorro Banks,Wading,M,,Y,A.M.,,swimming,unknown
1958-07-27,1958,Unprovoked,USA,Florida,"9 miles north of Turtle Beach, Siesta Key, Sarasota County","Swimming, ducking for shells in water 0.9 m deep",M,12.0,N,16h10,"Tiger shark, 1.5 m to 1.8 m [5' to 6']",swimming,tiger shark
1957-02-05,1957,Unprovoked,USA,Florida,"South Beach, Fort Pierce, St Lucie County",Floating,M,,N,15h30,1.2 m  [4'] shark,other,other shark
1956-12-15,1956,Unprovoked,GABON,Estuaire Province,Owendo,Swimming,M,,Y,,,swimming,unknown
1955-08-01,1955,Unprovoked,NORTH ATLANTIC OCEAN,Open sea,,Treading water,M,15.0,N,Early afternoon,,swimming,unknown
,1954,Unprovoked,ITALY,Liguaria,Finale Ligure,Spearfishing,M,27.0,N,,,fishing,unknown
1952-07-05,1952,Unprovoked,USA,Puerto Rico,"Mona Island, 40 miles west of the mainland","Spearfishing, carrying fish on spear",M,,N,11h00,"Tiger shark, 1.5 m [5']",fishing,tiger shark
1952-01-01,1952,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,"Samo Plantation, east coast",Spearfishing,M,27.0,Y,,,fishing,unknown
1952-01-01,1952,Unprovoked,USA,Florida,Near Key West,Swimming,M,,Y,,,swimming,unknown
1951-06-01,1951,Unprovoked,FRENCH POLYNESIA,Tuamotus,"Outer edge of Hikueru, one of the Central Tuamotu atolls",Spearfishing,M,39.0,N,11h00,,fishing,unknown
1951-02-03,1951,Unprovoked,AUSTRALIA,New South Wales,"Windang, near the entrance to Lake Illawarra",Spearfishing (but treading water on the surface),M,20.0,N,,,surfing,unknown
1950-12-31,1950,Unprovoked,AUSTRALIA,Queensland,Kirra,Paddling a surfboat,M,19.0,N,,"Nurse shark, 10'",surfing,other shark
1950-07-21,1950,Unprovoked,JAPAN,Sago Prefecture,Ariakeno Bay,Swimming,M,19.0,Y,P.M.,,swimming,unknown
1950-01-01,1950,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Standing,M,,N,,,swimming,unknown
,1950,Unprovoked,FIJI,,Near Lautoka,,M,,N,,,other,unknown
1949-08-10,1949,Unprovoked,ITALY,Calabria,Cosenza,Swimming,M,21.0,N,,,swimming,unknown
1949-04-18,1949,Provoked,AUSTRALIA,Queensland,"Nerang River, Southpot",Fishing,M,,N,,3' shark,fishing,other shark
1949-01-23,1949,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Lifesaving exhibition,M,20.0,Y,15h00,"White shark, 3.6 m [11'9]",other,white shark
1948-09-02,1948,Unprovoked,IRAN,Bandar Ma’shur sea inlet,,Bathing or washing,F,60.0,Y,,,swimming,unknown
1947-07-24,1947,Unprovoked,AUSTRALIA,Northern Territory,Darwin Harbour,Diving,M,,N,,"Most likely, a small shark",diving,other shark
1945-01-01,1945,Unprovoked,IRAQ,Basrah,Shatt-al Arab River,Swimming,M,15.0,N,12h00,Bull shark,swimming,bull shark
1944-08-20,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,Swimming,M,19.0,Y,14h00,,swimming,unknown
,1943,Unprovoked,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,,,Y,,,swimming,unknown
1943-01-01,1943,Unprovoked,USA,Hawaii,"Midway, Northwestern Hawaiian Islands",,M,,,,,other,unknown
1942-08-08,1942,Sea Disaster,SOLOMON ISLANDS,,,Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford,M,,N,,,other,unknown
1938-01-01,1938,Unprovoked,TRINIDAD & TOBAGO,Trinidad,"Manzanilla Bay, St. Andrew County",Body surfing,M,50.0,N,,grey-colored shark,surfing,other shark
1938-01-01,1938,Unprovoked,AUSTRALIA,Torres Strait,,Diving,M,17.0,N,,,diving,unknown
1935-03-02,1935,Unprovoked,AUSTRALIA,New South Wales,North Narrabeen Beach,Standing,M,22.0,Y,17h30,"White shark, 3.5 m to 4 m [11.5' to 13']",swimming,white shark
1935-01-24,1935,Unprovoked,AUSTRALIA,New South Wales,"Off Ben Buckler, near Sydney",Fishing,M,,N,,"Tiger shark, 12'",fishing,tiger shark
1934-10-23,1934,Unprovoked,AUSTRALIA,New South Wales,Woy Woy on the Brisbane Waters,Swimming & splashing,M,12.0,N,13h00,,swimming,unknown
1934-10-22,1934,Unprovoked,AUSTRALIA,Torres Strait,Warrior Reefs,Freediving for trochus shell (submerged),M,,Y,,,diving,unknown
1934-04-01,1934,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Granny’s Pool, Winkelspruit",Swimming,M,,Y,15h30,,swimming,unknown
1934-01-01,1934,Unprovoked,PHILIPPINES,,,Diving,M,,N,,,diving,unknown
1932-08-30,1932,Provoked,AUSTRALIA,New South Wales,Newcastle,,M,,N,,,other,unknown
1932-02-16,1932,Unprovoked,USA,Hawaii,"1 mile off Mala Wharf, Lahaina, Maui",Swimming,M,,N,,,swimming,unknown
1931-08-06,1931,Unprovoked,USA,New Jersey,"Sandy Hook (ocean side), Monmouth County",Swimming,M,,N,,,swimming,unknown
1930-01-01,1930,Unprovoked,OKINAWA,,,,M,17.0,N,,,other,unknown
1929-11-21,1929,Unprovoked,CUBA,Cienfuegos Province,Cienfuegos,Fishing,M,,N,,,fishing,unknown
1928-05-27,1928,Invalid,INDIA,,,,M,,,13h00,Shark involvement not confirmed,other,other shark
1928-04-06,1928,Unprovoked,AUSTRALIA,Queensland,Graceville,Bathing,M,15.0,N,Morning,4' shark,swimming,other shark
1924-02-13,1924,Unprovoked,AUSTRALIA,New South Wales,Bronte,Bathing in 5' of water,F,30.0,N,19h00,,swimming,unknown
1924-01-09,1924,Unprovoked,AUSTRALIA,New South Wales,"Near Asbestos Works, Camellia, Parramatta River",Had just dived into water & was swimming,M,16.0,Y,16h00,3 m [10'] shark,swimming,other shark
1922-10-29,1922,Invalid,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Sailing,M,,,,Shark involvement prior to death unconfirmed,other,other shark
1922-03-13,1922,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Standing,F,14.0,Y,,2.7 m [9'] shark later captured by Mitchell-Hedges,swimming,other shark
1922-01-04,1922,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Surfing,M,26.0,Y,Evening,,surfing,unknown
1921-10-12,1921,Unprovoked,AUSTRALIA,Queensland,Off Hinchinbrook Island,Diving for beche-de-mer,M,,N,,,diving,unknown
1921-09-01,1921,Provoked,ENGLAND,Dorset,Weymouth,Fishing,M,,N,,"Blue shark, 4'",fishing,other shark
1919-04-06,1919,Unprovoked,USA,Florida,"Florida Keys 25ºN,82ºW",Knocked into the water,M,,Y,,"3.7 m [12'], 1200-lb shark. Shark caught & its jaw exhibited at the Carnegie Museum",other,other shark
1915-08-03,1915,Unprovoked,USA,Florida,"St. Augustine, St Johns County",,M,,N,,,other,unknown
1914-03-14,1914,Invalid,USA,Florida,"St. Augustine, St Johns County",Swimming,M,,,,Shark involvement prior to death unconfirmed,swimming,other shark
1907-02-03,1907,Unprovoked,AUSTRALIA,Queensland,Ross Creek,Bathing,M,18.0,Y,Morning,,swimming,unknown
1906-11-16,1906,Unprovoked,JAMAICA,Westmoreland Parish,Cabaritta River mouth,Fishing,M,,N,,,fishing,unknown
1904-02-07,1904,Unprovoked,AUSTRALIA,Queensland,Brisbane,Swimming after his hat,M,,Y,,,swimming,unknown
1903-07-01,1903,Unprovoked,FALKLAND ISLANDS,,,"Swimming, after falling overboard",M,28.0,N,,,swimming,unknown
1902-04-01,1902,Invalid,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,Swimming,M,,,,Questionable,swimming,unknown
,1902,Provoked,NEW ZEALAND,North Island,Poverty Bay,Standing on ship deck,M,,N,,,swimming,unknown
1901-06-29,1901,Invalid,YEMEN,Aden,,Diving around anchored liner,M,,,,Questionable,diving,unknown
,1900,Provoked,USA,Connecticut,"Bridgeport, Fairfield County",,,,N,,,other,unknown
1900-01-28,1900,Unprovoked,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)","Standing, gathering oysters",M,,N,12h00,,swimming,unknown
1899-09-11,1899,Unprovoked,MEXICO,Tamaulipas,Tampico,Swimming,M,,Y,,,swimming,unknown
1899-08-23,1899,Provoked,USA,California,"Monterey Bay, Monterey County",Hunting sharks,M,,Y,,Basking shark,other,other shark
1899-08-08,1899,Unprovoked,EGYPT,Mediterranean Sea,Port Said,Floating on his back,M,9.0,N,11h30,,other,unknown
1899-08-08,1899,Unprovoked,EGYPT,Mediterranean Sea,Port Said,Bathing,M,13.0,N,08h30,,swimming,unknown
,1899,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Dangling feet in the water,M,,N,,,other,unknown
,1898,Unprovoked,CUBA,Santiago de Cuba Province,Off Santiago de Cuba,13 men in the water after sailboat capsized & sank,M,,Y,,,watercraft,unknown
1898-01-01,1898,Unprovoked,CUBA,Camaguey Province,Nuevitas Harbor,Attempting to escape by swimming to shore,M,,Y,,,swimming,unknown
,1898,Unprovoked,YEMEN,Aden,Harbor,Diving for coins,M,,Y,,,diving,unknown
1893-04-04,1893,Invalid,AUSTRALIA,Tasmania,"Chimney Point, George’s Bay","Boat capsized, swimming ashore",M,,,16h30,Shark involvement prior to death unconfirmed,swimming,other shark
1892-06-24,1892,Invalid,FRANCE,Brittany,Brest,Fishing boat,,,,,Invalid,fishing,unknown
1890-01-01,1890,Unprovoked,INDIA,Tamil Nadu,Tuticorin,Diving,M,,,,,diving,unknown
1889-11-29,1889,Invalid,GREECE,Northern Peloponnese,Patras,,,,,,Shark involvement prior to death unconfirmed,other,other shark
1888-08-14,1888,Sea Disaster,CANADA,Nova Scotia,Off Sable Island,The steamships Thingvalla and Geiser collided,M,,Y,Before daybreak,,other,unknown
1888-07-20,1888,Invalid,JAMAICA,,,Probabable drowning,M,,,,Shark involvement prior to death unconfirmed,other,other shark
1886-07-10,1886,Unprovoked,USA,Mississippi,"Pass Christian, Hamilton County",Wading,M,45.0,N,02h00,,swimming,unknown
,1881,Watercraft,ITALY,Sicily,Stretto di Messina,Fishing on a boat,M,,N,,White sharks,fishing,white shark
1877-12-15,1877,Unprovoked,AUSTRALIA,New South Wales,"Peacock Point, Balmain, Sydney",Bathing,M,11.0,N,,,swimming,unknown
1877-04-04,1877,Unprovoked,AUSTRALIA,Victoria,Portarlington,Bathing,M,,N,Morning,,swimming,unknown
1877-03-16,1877,Unprovoked,ITALY,Strait of Messina,Off Calabria,Paddling,M,,N,,,other,unknown
1875-03-03,1875,Unprovoked,NEW ZEALAND,North Island,Tauranga,Bathing,M,3.0,Y,,,swimming,unknown
1874-06-01,1874,Sea Disaster,HONDURAS,,Mouth of the Ullua River,Boat of the Resolution capsized in the breakers,M,,Y,,,watercraft,unknown
1873-01-09,1873,Unprovoked,AUSTRALIA,Queensland,White Cliffs,Bathing,M,,N,,Hammerhead shark,swimming,other shark
1871-05-13,1871,Invalid,GUYANA,,Demerara,Suicide,M,,,,,other,unknown
1867-01-26,1867,Watercraft,AUSTRALIA,Victoria,Queenscliff,,,,N,,,other,unknown
1867-01-01,1867,Unprovoked,CUBA,Matanzas Province (north coast),Matanzas,Painting a ship,M,,Y,,,other,unknown
1862-12-22,1862,Unprovoked,NEW ZEALAND,North Island,"Soldier's Point, Brick Bay, Auckland",Swimming,M,28.0,N,06h00 -- 07h00,,swimming,unknown
1862-07-25,1862,Unprovoked,SPAIN,Malaga,San Andres Beach,Swimming,M,18.0,Y,,,swimming,unknown
1858-08-23,1858,Invalid,USA,New York,"Staten Island, Richmond County",Swimming,M,,,,Shark involvement prior to deaths unconfirmed,swimming,other shark
1856-02-06,1856,Unprovoked,AUSTRALIA,Victoria,Point Henry,Swimming,M,17.0,,,,swimming,unknown
1855-03-28,1855,Unprovoked,AUSTRALIA,South Australia,Port Wakefield,Fell overboard from the Sobella,M,,Y,,,watercraft,unknown
1853-11-08,1853,Unprovoked,AUSTRALIA,New South Wales,,Swimming,M,,N,,,swimming,unknown
1842-07-13,1842,Unprovoked,USA,New Jersey,"Absecon, Atlantic County",Swimming,M,15.0,N,,,swimming,unknown
,1839,Unprovoked,AUSTRALIA,South Australia,"Horn Point, Lady's Bay",Attempting to rescue crew after whale upset their boat,M,,Y,,,watercraft,unknown
1817-06-15,1817,Unprovoked,INDIA,Maharashtra,Bombay (now Mumbai),Swimming,M,,Y,Evening,,swimming,unknown
1817-05-11,1817,Unprovoked,SRI LANKA,Western Province,Colombo,Swimming,M,22.0,Y,Evening,,swimming,unknown
1810-09-15,1810,Unprovoked,USA,South Carolina,Charleston,Fell into the water,M,,Y,,,other,unknown
1808-02-07,1808,Unprovoked,INDIA,,Hooghly River,Bathing,M,,Y,,,swimming,unknown
1806-08-24,1896,Sea Disaster,USA,,,,M,,,,,other,unknown
2023-07-04,2023,Unprovoked,ECUADOR,Galapagos Islands,Mosquera Islet,Snorkeling,F,42.0,N,,,other,unknown
2023-01-01,2023,Provoked,Maldives,Vaavu Atoll,,Snorkeling at Shark Feeding site,F,30.0,N,,Nurse shark,other,other shark
